"createdAt","curatorFeeRewards","deniedAt","id","indexingDelegatorRewardAmount","indexingIndexerRewardAmount","indexingRewardAmount","ipfsHash","originalName","pricePerShare","queryFeeRebates","queryFeesAmount","reserveRatio","schemaIpfsHash","signalAmount","signalledTokens","stakedTokens","unsignalledTokens","date_utc","date_time_utc"
1626215667,"0",0,"0x505c6a222cd399857412c6003f615e07626875c477fa1a61d6f2cb8aa93deae9","59481969849428429856794","30731539318529261929340","90213509167957691786134","QmTkM4Gxh7wctYdwvdicnRt6oP2V62b5FGGMEDupbWcb4k","Yearn Vaults V2 Subgraph","610.011744689709600433","0","0",500000,"QmZ4XBh6A7V6r2EaDsSBA2MSM9n4HE64va9ezuRUpuR7oh","305005872344854800122","93028582164845862197022","43591344990191620000000000","0",2021-07-21,"2021-07-21 02:01:27"
1626208387,"0",12820958,"0xbf651335bff40ebeb04f9f29efeb0f96c95d7cc5d07545eca89e3f357dfad746","0","0","0","QmbDmyGzNwWF7bcc6YhXP9vCmS8VBBdLfrq37JePa5dkHT","TheGraph[RandomDev]","17.653060925988884773","0","0",500000,"QmWHdJFEBxKrdRiUaEu294LXib7B8X3jinZruDGoBsE7DS","8826530462994442386","77907640014168885477","10000000000000000000","0",2021-07-21,"2021-07-21 02:01:27"
1626188070,"0",0,"0xd7f664378b2953fa654c1b98ee6067030f0d6e467c30bb22e8c2ae8606d675ab","0","0","0","QmcsgGsR2wtKSTzWiCS3Dsn2KJ8gFJ1iAUYc9G2RA24DUv","Cryptokitties","0","0","0",500000,"QmevjCmx1ibZheKvsHikTt9ok8Zko8gnVyxN8NeouDTJhv","0","0","0","0",2021-07-21,"2021-07-21 02:01:27"
1626175732,"0",0,"0x2821fe176a07d1e7f7df14d10967008cb930551e54e5c9a0da61dc3798c7083c","0","564436613703284610","564436613703284610","QmR3K5dUyreHXmYybUkwSunFkZrmbQUfiXp1yf8XDnstuh","Cryptokitties","0","0","0",500000,"QmTkdJuUsse44hkiGmnDqEYv1JT3bNdAGFHeqcmBaH2cFa","0","0","0","0",2021-07-21,"2021-07-21 02:01:27"
1626144914,"0",0,"0x54b81138d236538ce5098b45a63598cb6cc68f791fc67b239b63329db47b2d85","112530570267731849975","330417942333206830525","442948512600938680500","QmU3MkEQCHCJbZ5U6sJbifpNLKwehSnYRgSGbeNUyY8Kb2","Tacoswap Vision","54.635217326556937094","0","0",500000,"QmTKcEUnPf446KyT8CwDyCPXca7F5dJSdW6dvicm6XWnLL","27317608663278468546","746251743080026837135","609301000000000000000000","0",2021-07-21,"2021-07-21 02:01:27"
1626141900,"0",0,"0xe5ba4099206741bfe3bb4e3f7318a9a772f1974b30718c02600f0f4967510c67","0","0","0","QmdoQo45eEeqc9z9j71DxEGFDrUTaTqtvmjTLZcXgDfwtr","Uniswap V2","62.44997998398398206","0","0",500000,"QmWu8oRN25ehnRuJ8TKYfpj2ctrt5ZHdhVAJU4VM4jMxYp","31224989991991991029","975000000000000000022","160000000000000000000","0",2021-07-21,"2021-07-21 02:01:27"
1626136071,"0",0,"0x42bc9e295060d391903599a9094506de9079103b6a45218fb6908a2188b47313","547162263808343042702","958469398178426348492","1505631661986769391194","QmSqAS1zCsMgadZqXRwmAxMenz3erHMyK3eg4oP7QeyHXQ","badger-harvests","74.835739553154081669","0","0",500000,"QmWCuPwW9r2wCNF7wdfMbZ2y1LyU3LTwyFuRwSSChwKKxZ","37417869776577040824","1400096978616877567385","430726000000000000000000","0",2021-07-21,"2021-07-21 02:01:27"
1626134611,"0",0,"0xce00f19f160756ed28bc1c8a3ecb54486d40448579b940dfdaa30b5024b062bd","0","0","0","QmcCoXhCZX3NXftj15YLg4FG9AwWANJWK7j1gwLR4JZ6Gt","badger-harvests","0","0","0",500000,"QmWCuPwW9r2wCNF7wdfMbZ2y1LyU3LTwyFuRwSSChwKKxZ","0","0","10000000000000000000","0",2021-07-21,"2021-07-21 02:01:27"
1626133183,"0",0,"0xea644d48435cd634d9e7f22c2b75fdecfcb0efb916cdbec234c7e16d2af3e9e6","0","0","0","Qme7cpR3TvrvFCG5eRL4SKBECrZfrt7ivZZB6MWRUsBgnh","CryptoPunks","5.799197346287636252","0","0",500000,"QmP4igoFjZRZdcxsjcuz5sPZKAVyNGVJ9k5Gt8rafwasBk","2899598673143818126","8407672465297390625","1010000000000000000000","0",2021-07-21,"2021-07-21 02:01:27"
1626131983,"0",0,"0xab59a037137e1e8dcb769904b557bd00e7bf9d5b8c7fd6e89f356615508a40cf","14918378813650028227770","8326861666610642221328","23245240480260670449098","QmZsXh48bDVNVvrkweZRoGJrXbvbXzTE5M8ztZYc46dPRx","Badger DAO","470.520561360068028415","0","0",500000,"Qmb8oJxezUiTXEsR4DT95Avr9BfJFR5AdwbfhCWodrZY3g","235260280680034014149","55347399665648385632667","53343387616978390000000000","0",2021-07-21,"2021-07-21 02:01:27"
