"address","TotalProfitLoss","TotalSignalledTokens","TotalUnsignalledTokens","date_utc","date_time_utc"
"0xd32b0a3d760fd00d9fe44dc7793a5fe3c028159a",6.31539154542966e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0xa263a0484e89c25873a59f2e5c089fa42fef8e58",6.31413842999042e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0xbe498c7a06819421bb264237ae7a85363850d8b9",6.31389781729771e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0x1e382f6ea6badf81e18d79dca42cf3d23b5f6ad3",6.2144157108089e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0x098a1b561c7c09a9f30e96a6f627770769e37699",6.21284709142816e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0x11ab768cf559e2afb3ca33619f7f2e981d6eb705",6.2104372855775e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0xbf11ab18b1c2407797fd8a2d293d09c6f269c175",6.20986624191197e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0xc91cc336378c4e9d0692ef14441e94263fc15426",6.20832267766879e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0x0a347720a175ae6d6aa4652871441d6f95a6de0c",6.20647670678732e-05,0.00021,0,2021-07-28,"2021-07-28 21:01:54"
"0xfcba4ae8f19a06e240ad94509d0ba1c4f5c21259",3.41546903643297e-05,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0xf6a1981376f600ba8af5dff4d36e0b51afc80f70",3.23608555531714e-05,9e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0xa9f35c463af8c4f42d8955959636299ea3d34a6c",3.23608539365677e-05,9e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0xeca23f81ac386c59e11c64ba2abc6dd397d5eb21",3.23608523204422e-05,9e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0xa76894da9a28ed79741e89fcd8c38ec00b1fff6d",3.16412497475395e-05,1e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0x05be3fbe36e84b550f687afa6f65b78884792e9b",2.38799870335553e-05,0.00014,0,2021-07-28,"2021-07-28 21:01:54"
"0xf9b3c583de855a7fb290eb248c39da5dff4aea08",2.11353618362382e-05,0.00055,0,2021-07-28,"2021-07-28 21:01:54"
"0x7c311ed6a4bbe1afecb7cef411282622161c9cae",6.31743725703054e-06,2e-05,0,2021-07-28,"2021-07-28 21:01:54"
"0x7c2bfdbf170bbfbb2984f70d979470c141962e71",6.21188597540927e-06,2e-05,0,2021-07-28,"2021-07-28 21:01:54"
"0x2b51e79601dc0c503d59b534510e186d533e91bd",-2.2584245428606e-08,1e-06,0,2021-07-28,"2021-07-28 21:01:54"
"0x324573a3d659eb0069262da78deef0c69ee63a1c",-1.02612835411304e-06,0.001,0,2021-07-28,"2021-07-28 21:01:54"
"0xc017c562b62a9be606f04faeadde989caba14ce1",-1.37263028425275e-05,6e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0x325a02983c5858ebc656e9a6442b195f7143a413",-1.39113367394696e-05,6e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0x5fe8b642fc18eecb93b12999025aaed6b5fd8578",-2.50547553603581e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0x455839e1ffafe624051de0b89d3eb2930ea4d69d",-2.50810647414443e-05,2e-04,0,2021-07-28,"2021-07-28 21:01:54"
"0x47c592b304cc38dd9e7cad637656bb9e40a05f0e",-4.02387833855043e-05,0.0013,0,2021-07-28,"2021-07-28 21:01:54"
"0x98cc629317080a917f177e3527d492d4f418c6d7",-0.000244328569285125,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0xfc98fbe38b053292e46941bee24abc014ab458ec",-0.00024656948868558,0.085,0,2021-07-28,"2021-07-28 21:01:54"
"0x9e5923eba7a7f079df1c077d085391c829990147",-0.000523208878016532,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x65c02ff7118f13f54e02a71704a92ae997dc329c",-0.000523209230712767,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x1f6ad419fab91cca4dbe856f0151f2380795af32",-0.000523209326914941,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x1957f47d6c0517b8fdb3aba1888a19a716df735e",-0.000523462317653683,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x31aed346726d22720c66f53c6238d366ffac1f1e",-0.000523577924857499,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x9ace83e4c444cbca1e33df071b7e022bc17cd6e7",-0.000523578021046646,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0xec32168e54f6f5f99dc66ad75587a6042ccc0e94",-0.000523578160008659,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x50f5bd5d7a456d080340a60b6194c7199c0a6d2d",-0.000523578224120568,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x240990d8ce3f53931d9ff895899f41a2052bff8f",-0.000523578245483255,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x8c787689b7023092cddd34b4a060bbbbac6f3cb6",-0.000523578256176088,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x31e64ba416fe085a8fa7558bd5925f18d8cf71a9",-0.000523578320309714,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0xdab22d793ab0f06c02552890074af435d9a3b79b",-0.000528104110359189,0.01,0,2021-07-28,"2021-07-28 21:01:54"
"0x8a3e323d498d3f81a1a2c48a436e892886f127d1",-0.000678169537849826,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xad794c165a8f2f8ced466d4a551f5e942255b387",-0.00128837321416742,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xb47e289befcc72b066f0900aacf16bcfef5861de",-0.00236530531606038,4,0,2021-07-28,"2021-07-28 21:01:54"
"0x93220285da08ec60c1988846aac792f51c462405",-0.00239556256947968,0.1,0,2021-07-28,"2021-07-28 21:01:54"
"0x0a75bbab42b8b2ed6a8cebf7fa4070f0cfd6105e",-0.00239579898192628,0.6,0,2021-07-28,"2021-07-28 21:01:54"
"0x9172e788cd829d75e913e53452b49bb43d32bad4",-0.00262142417508925,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0xff994d9564e6aa6e1eec5575b004613e9f877fbb",-0.00272048506050226,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x642d38840ebfda55911f83b1cf8b5fcb1d5fce36",-0.00274392031104072,0.11,0,2021-07-28,"2021-07-28 21:01:54"
"0x975c3309a1a59ec241139ae58908752d7c1c9cc6",-0.00333182753996031,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x2e5300eabf71950b00ddd6a59690cfd8852ad3b9",-0.0039460570489397,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x021699aaf005dabd166bf803c65fc90529fcff4a",-0.00427228513580502,2.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x68cd0f25968c541966737430b79219d99aef7c85",-0.00481349942382177,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x9b7ac2e17d1ebc9f662285304354b225f16cabf5",-0.00506054030440435,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0xabc42ca4eab3c98543c1c15ca89280888ba6109d",-0.00586721214448857,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x95dd84b7e13d3c3c48de54bd4c540b0e5b16b968",-0.00590435489182571,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0xeb434edaaf0ca06990e71a9d0f5eda9258965481",-0.00590443228644921,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x1ce728a32d65b228fa50d329d85e8bd44fcf99ff",-0.00590586353096656,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x314dd892a711783a8c912492f09ec142011ca692",-0.00590627937732546,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x0b327f80ae48fe919b91b8460cac87be0d875673",-0.00590635676990439,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x514b6de6739da6f5277775ee144e633dd212bcf7",-0.00601818365435247,1,0,2021-07-28,"2021-07-28 21:01:54"
"0x58a04f65195807be04317068bc68c03927e2d064",-0.00656988175472697,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x9c1ba1c051f0b5323fb474a0afc7a0e103c40f55",-0.00727594627912098,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xac0a83c78f8efaa1d46bf4434948191cdf556189",-0.00842620537647346,0.1,0,2021-07-28,"2021-07-28 21:01:54"
"0xa303e485faa6a6c34e0420827156b96ded23219f",-0.00862484828938381,10,0,2021-07-28,"2021-07-28 21:01:54"
"0xa6e0b4f1f17f3359ca13ab6974dc977fcf0249b3",-0.0105749459081959,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x31b5168daf15de3ea9565b2b919c53a437cd33ac",-0.0105860179940938,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x06f588f2ee30f6590efcf407c83989aea6d9b1a4",-0.0105951676549097,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x328448895d8fe5b999f7db61cf30aedcfeff3c72",-0.0106066977927027,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0xac6e453b964714200f353d2b435df5bfd2393d71",-0.0109902149781291,20,0,2021-07-28,"2021-07-28 21:01:54"
"0xae477e884011c4bcd5584a01bdf02aa4de540aba",-0.0123699265920441,0.407732799928131,0,2021-07-28,"2021-07-28 21:01:54"
"0xee7f85b62642b9e2c5687790b5b4df9fc7f7442f",-0.01393829847148,20,0,2021-07-28,"2021-07-28 21:01:54"
"0xc136fcfb1667e5e882b94941efa104447f248560",-0.0149070897859751,20,0,2021-07-28,"2021-07-28 21:01:54"
"0x9d718f34aff6d6550c1e962a9558192d260b0283",-0.0159001093448549,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xf7a91d78d4d3f1779cdab33e56b5942b27331fe1",-0.0177767973553298,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x98173d41603a1ca46326f2f4e06bfef7e16df544",-0.0188468218856919,20,0,2021-07-28,"2021-07-28 21:01:54"
"0x3aa6605d87f611e43ad0a64740d6bef9b80fcd2c",-0.0201885676617547,1.01,0,2021-07-28,"2021-07-28 21:01:54"
"0xbe13517a2b520b2449068d2ec45280992b04047b",-0.0213005535250014,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xe56c470a342eedbb2e001e70d1c5765c042eb349",-0.0234172544682792,1,0,2021-07-28,"2021-07-28 21:01:54"
"0x9503b823a21e113af3477aeab5bed9d17b4e1b56",-0.0237418487428129,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xfdd2606d669cb490d38d43981fc50d4b69816211",-0.0243692271311615,1,0,2021-07-28,"2021-07-28 21:01:54"
"0x6e02f9ebcbea1d919e77d237cd32150d00f41b03",-0.0247013592416098,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xf935861a8b8cc6867eeb463d97b501c69d177092",-0.0247311687850084,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xf9710e525b75ce28b3fb98df42553f87261ccc50",-0.0247450022586674,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xc72aa47c9ae5c72520f6aad34f24ba166cca46f8",-0.0247645222686293,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xd949eb4ad3287ebafe9c518ce8a4a4aaf52340ef",-0.0247773166016992,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xf7e0ef9177e01d5871dfc59714510b44c9918622",-0.0248381063850542,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xadaeb2a30601e91caec19755d8cb11c280c750e3",-0.0249864033082272,1,0,2021-07-28,"2021-07-28 21:01:54"
"0x576eb27cbf54518d3de5a38ea7746ef6a9b8b5e6",-0.0249907003704813,1,0,2021-07-28,"2021-07-28 21:01:54"
"0x6f9326c6a6021858e437e400f2748168734fd71c",-0.026422928623713,0.3,0,2021-07-28,"2021-07-28 21:01:54"
"0xc96e67f8e69776cd9e3fa3c09ae14bfb517127dd",-0.0264675100507143,1.5,0,2021-07-28,"2021-07-28 21:01:54"
"0x67b14b4500fe46d591ba61b52d83391aed189ade",-0.0265617617332279,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x1e39cc29009ed4760c186d8771295c1e224882d4",-0.0270033914177948,1.45,0,2021-07-28,"2021-07-28 21:01:54"
"0xe75e02de9b5559f2edbc673f500a5009d9e091ac",-0.0277459646384119,1.55,0,2021-07-28,"2021-07-28 21:01:54"
"0xf7f720316e258ac0747877ab023d9724afecb5d0",-0.028236849197253,1,0,2021-07-28,"2021-07-28 21:01:54"
"0x3904b0dd0373e8b470f3482be089f757ec6aa6b7",-0.0296939299821835,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xd0498b5cbe983ab9b87d69dff57d2bad72a8b130",-0.031133876658393,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x4121dd930b15742b6d2e89b41284a79320bb8503",-0.0323731362447547,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0x0e440bd9798ad22cb8fd6f1a433f2f16e8786770",-0.0325552023121591,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x624de60c11de94e976db14c1b7cdb160004d75f6",-0.0340271959497926,4,0,2021-07-28,"2021-07-28 21:01:54"
"0xbf62319147a6fb8dcb9bd907b890195be6929222",-0.0381169989653045,1.61,0,2021-07-28,"2021-07-28 21:01:54"
"0xa5057d0956bab511cfb85181beda24af463ee328",-0.0384208852757357,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x4c02edbb68261ae042b682e3cb3378e1a453a555",-0.0388101434253227,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xa9807abbedc59db6d070845c389d19fb994a5c0f",-0.0391813074847764,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x42acf5773af88b0e49f413e10edf9bcef93c3805",-0.0410486344932459,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xaadd9277ee25f087a974c9a8985a6b52a912b577",-0.0412178375489365,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x65ef7cf2caa642f429f4e26a1e8a87e26202fef4",-0.0412580053760528,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x2f293a6ab7b28722650f604d20ce9925fa827c31",-0.0414330291049361,0.2,0,2021-07-28,"2021-07-28 21:01:54"
"0xe31bcff5ba3c806a2408c77ae0978a408fa96a99",-0.042179108596834,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x2ae9f50154550c9657794dccc29757a04d41e3fc",-0.0422976893369651,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x09071158c1a7130058704d98f47d03446f1981be",-0.0424126947744827,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xfa9ddbc61be8e89e85ffbf330efbdb999ffe7b74",-0.0424165885167537,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xa2ed8c5bba35e242f015988d21807b15a0072afb",-0.0424625887750045,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xfac422aa3bccc18390612fe46a84d74117c87e3e",-0.0436671162864108,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xe91fda23ab415696d6ba6de40678fa102bd5b159",-0.0442659784975886,1.5,0,2021-07-28,"2021-07-28 21:01:54"
"0xbd89baf9dafec1e5afd92135ad38c04b6c2409ec",-0.0447658552526927,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x798ac17c801cf663d6eedcc692d504ee8b3f9b56",-0.0449300534036581,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x545afa88aec36321b59032177d4f7d35cdc27c7d",-0.0451644343487198,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x167d8a82fa45958d7e16fb0aadde06a649769267",-0.0451880981606172,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xf8e7ced72ed5a1f289c068e6990931e3e6354b71",-0.0452696106950952,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x7e9ac27cb54fded3f7c1e28abf760879b1461624",-0.0455915180206303,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x3930cb7989f58afa06c5885862497190797c4478",-0.0458203569399481,2.5,0,2021-07-28,"2021-07-28 21:01:54"
"0xb7828e0f8c1eee6a278ad1b0704a8df170ecd481",-0.0464027003482496,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xf81d02a2797afd51c71225b07076f87b29bca025",-0.0480706572779053,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xa03452aa81db3ffeda7981e96e6c288df3df886f",-0.0483050900293779,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xf78f2bba5ea14419ff7cb5e68d192cd214ec049e",-0.0486556588199935,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xbb67bce8d0e63082a5a349b35439f14c167e08f6",-0.0490672864342507,4,0,2021-07-28,"2021-07-28 21:01:54"
"0xe12e1354ce5b1b9f34fbdfb9a1d5c202ba772a8b",-0.0492933835676111,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x76cb6aa93ef4f5843883a8137e73d739e0eb2746",-0.0493227883008748,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xacae3dd9a329472cd4456099fd680fdc0e636610",-0.0494205670490154,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xa3bb988e1b551df71c1e785415acb5d02043f934",-0.0495598546236096,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x4d3875545893e21bae6f1e0ab137cc2d9451bfcc",-0.0498286587103381,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x4a3616164c7ec29d09f6b8a9d846ca1fb90f4bc9",-0.049859579544572,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x3b9288ba5dcc2051b1cd243bbaeddec8149ec50c",-0.0499094386061567,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x1f172f66730d2ef5cae06ede52f2c0c26055ba56",-0.0503406949240464,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xa9d4c387ac17f7e4609141cc5570f5c315d5028d",-0.0509969023619599,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x536a32e1448cc9e8910d319d8d4639abfb13fbd9",-0.0515025479108919,2.18,0,2021-07-28,"2021-07-28 21:01:54"
"0x6d25eb10bc4d5dd9e596f2a5cc1e14923f47e190",-0.0522169392823262,2.3,0,2021-07-28,"2021-07-28 21:01:54"
"0x92dbd266673f1d65d870c836ae70045b4589ede1",-0.0533758842356003,1,0,2021-07-28,"2021-07-28 21:01:54"
"0x8d6a531cf61f8182346f50d5beb79461cb58d5fb",-0.0540074901545483,1,0,2021-07-28,"2021-07-28 21:01:54"
"0x08b7ab9bbc3a07cf7f75b4acec5b536b7e040cfc",-0.0549469979526882,3,0,2021-07-28,"2021-07-28 21:01:54"
"0xb5c1213ee9ddf312c98f6e94caf5c421c86abff3",-0.0582483493263086,2.96672865102916,0,2021-07-28,"2021-07-28 21:01:54"
"0x1da2b5573ef050f00f453358514337c62dc9e469",-0.0618630038209556,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xb912f18d7e75c78d5725318527997ece302add8f",-0.0669967215272613,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x4818e9649f5c742b2c6e37ccd945176e077a4386",-0.0671546096940706,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x4368ba467f7e4da7cc7f30ab913f141c661cd591",-0.067312458645965,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xe2facb452b18ec72cbba1e85df1f8e0fe8c9701f",-0.0674702683993894,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x73165a7bf621f466c63f6a0c8f08e969772c2a6d",-0.069061423383435,2.04,0,2021-07-28,"2021-07-28 21:01:54"
"0x3e58dd42d7908d8924a599e5e28e15f4f58c4075",-0.074091303956493,3,0,2021-07-28,"2021-07-28 21:01:54"
"0x0e5df087b286431f7fc49af2885a49a0a573416f",-0.0746531655780855,3,0,2021-07-28,"2021-07-28 21:01:54"
"0x90fd394b0ffa6d877631a2d4e015e576b0bf1b84",-0.0760472424749014,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x99d21a3bc765ea6a8686f780263cef09492d3faa",-0.0794454285732725,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x6672c3f0bed02800ecf78622c822258044d0295c",-0.0809384525282716,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x1b1d023696015e40be026e1fab12a9d64f4bc1b3",-0.0812062449679035,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x1bdfd778dc1ee38e8320098e56fea6f5a41d168c",-0.0815167850232609,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x20ca7728a6d28180b5fc8eca398626feaab3f284",-0.082284681470002,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x1b495826ca0f637fa6e3f248d0e4fc50212b17a9",-0.0846279074048427,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x9b616ac1d31f17be9b23560d93699ca7732e2808",-0.0847516823773393,20,0,2021-07-28,"2021-07-28 21:01:54"
"0x497a30a1832ee36fd6998cfe7cdfe0a094f29b19",-0.091132557233591,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x78060a72d6085f39b00f1b5e3907284f9b136bcd",-0.0926162271754563,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xfa705512ef3969ac03e4436b2d22152047e4391a",-0.0980476303291731,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x6e71ea384655db9914afb7eee3e9f80b62a51587",-0.101085925736288,4.5,0,2021-07-28,"2021-07-28 21:01:54"
"0x8504a09352555ff1acf9c8a8d9fb5fdcc4161cbc",-0.103427907897867,6,0,2021-07-28,"2021-07-28 21:01:54"
"0xc000d2f1a360fbd58e4461c0ef960f0cb7984683",-0.10382267163602,0.99622,0,2021-07-28,"2021-07-28 21:01:54"
"0xeb782359fe1137f20d9b920666184fc526118e44",-0.104535893908585,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x2252050a7e42e6eaf47e04609140bf73e0f4a998",-0.104668599823511,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xbb37868971982822218a10d750603dbc5ed7386f",-0.105776852892323,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x4bee57feb7f9c4709268984d1ec6c8bf4e13bb21",-0.105860479486578,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x175631f8948f909bf82cda52e731f522157c4f28",-0.106113157401433,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xe427f4202c3d43cf2a538e1a3ed5a34b63d07150",-0.106317755807956,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x709de160179e0335bc92b544284094e77f382f53",-0.106360472386676,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x0e5e8810fe0dd2e3455ce1f6a670660a78c03c52",-0.106758196116838,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xcda1a0ecd7d25b49ecbf0eec1f45f0b7fb59961b",-0.106822550158196,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x70b8a73490a4cb1fd64152953fb73da0043192a1",-0.106822969697207,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x10e19302240fa6b9d7c86a93781157e21f645a96",-0.107016896147818,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x82e9a55afb16a26ff840e83dec37e7088774c8ee",-0.107100666325163,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x183b55b55127d35d3424e838aad045692045a144",-0.110202762774462,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x896b91836ac899fbc107c8d496eb1b96ed48d2c8",-0.117706518837149,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x20580139460ed4c3cc7af00beaea9cbcd6fc7f8e",-0.120349299870671,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x82513ba428c3fedab6dcfdfad5b7ebcb5076ffa0",-0.121175965299772,1,0,2021-07-28,"2021-07-28 21:01:54"
"0xca29fe77497f8c93cae65a3b4698f0c1c9914676",-0.122787216753076,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x298a68eb9ef8e1485c6bd00827f58076b2c18553",-0.123032867402762,5,0,2021-07-28,"2021-07-28 21:01:54"
"0x421e220278e5cf3b5512a28816d8d7edeaffdf55",-0.123443277484058,4,0,2021-07-28,"2021-07-28 21:01:54"
"0xd8144941e7216a0f35c2937ccdf87bfa6d8ea4d7",-0.123501720066814,4,0,2021-07-28,"2021-07-28 21:01:54"
"0xf29a794d6f775004b78d74e9c141e5fc908e337d",-0.124373701920191,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x294fba5623df0e351ac814b1cbc5d2a3d53774e3",-0.126135429433276,5,0,2021-07-28,"2021-07-28 21:01:54"
"0xa3d4da2c3d6da86ba95d6649789d5b3a41e0d66f",-0.129669619910122,5.29658293012113,0,2021-07-28,"2021-07-28 21:01:54"
"0xe3be1d10cb73bdaaefc61cace4bdceefd49c93f2",-0.132260365550001,5,0,2021-07-28,"2021-07-28 21:01:54"
"0x5f40324ed97badd9079e67e162c83b1fb9168a12",-0.136858081265982,3,0,2021-07-28,"2021-07-28 21:01:54"
"0x8d3cd61164ff9a2ddcccce933c5b4608f6562a82",-0.149965979874755,6,0,2021-07-28,"2021-07-28 21:01:54"
"0x85d10d3c539bc4bbe13fd1631fa09d14e742eb71",-0.167000884691995,4,0,2021-07-28,"2021-07-28 21:01:54"
"0x84b9f51c2f08c1bb4dd5770d29b5474b267a13f5",-0.168764280077113,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x694871beafb7bb82c012042a932799406fdbc51a",-0.182066037298052,2,0,2021-07-28,"2021-07-28 21:01:54"
"0xee5894bb440342457eea42e46d6af75bedb14805",-0.18508884826657,6,0,2021-07-28,"2021-07-28 21:01:54"
"0xa9f078b3b6dd6c04308f19def394b6d5a1b8b732",-0.188630157669673,3,0,2021-07-28,"2021-07-28 21:01:54"
"0xd89fe1ed2b0bac7a27de004de595c0e43280ea69",-0.190981161773375,8,0,2021-07-28,"2021-07-28 21:01:54"
"0xab367e8764bd0fd501fe7a5276c3cba390a5846a",-0.195304081640126,6,0,2021-07-28,"2021-07-28 21:01:54"
"0x416365993481e52e0472e7417656276d4e147a00",-0.197178389157109,5,0,2021-07-28,"2021-07-28 21:01:54"
"0x6a61857928149cb7cd2ad29251902787bcf9c3b0",-0.210751699182582,4,0,2021-07-28,"2021-07-28 21:01:54"
"0x9de8dea3b03620c3553fb8538d5d232d1d5b0446",-0.211529626235548,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x1ccb144b700ec726d37db38c617e154de6d9c0d0",-0.21163914530325,4,0,2021-07-28,"2021-07-28 21:01:54"
"0xc78444fdffc4010fb84be2a6a4d1626f7c195f6d",-0.212395045431878,4,0,2021-07-28,"2021-07-28 21:01:54"
"0x8b8f94afbbc4874855d06457b46985ece2837efc",-0.213602337369975,4,0,2021-07-28,"2021-07-28 21:01:54"
"0x6e416ae8a6308965a3bafb077f04cbfad113d1d5",-0.21652402639797,4,0,2021-07-28,"2021-07-28 21:01:54"
"0x32ae4db3201e581b6ddc5ab3a1acb2d3285a2dac",-0.224863955441437,3,0,2021-07-28,"2021-07-28 21:01:54"
"0x6687c671980e65ebd722b9146fc61e2471558dd6",-0.229508356720437,80,0,2021-07-28,"2021-07-28 21:01:54"
"0xec891eda8071654be1269d479199101fffe64016",-0.232973181530877,10.1,0,2021-07-28,"2021-07-28 21:01:54"
"0x6e9a88971e957abb41bae4e2677cae258f0c1e76",-0.237924724657125,9.91,0,2021-07-28,"2021-07-28 21:01:54"
"0x7859821024e633c5dc8a4fcf86fc52e7720ce525",-0.241558970110965,10,0,2021-07-28,"2021-07-28 21:01:54"
"0xfc745878886db4ab02307634403edeaab511d877",-0.243838023387636,2,0,2021-07-28,"2021-07-28 21:01:54"
"0x64b7fcc8c17540139bdd84d00c7261035602cb66",-0.244959901956622,10.0499995716557,0,2021-07-28,"2021-07-28 21:01:54"
