"active","firstLevel","lastLevel","updates","address","hdao_value","percent_of_supply","date","timestamp"
TRUE,1440293,1540957,8,"tz1PUYu6PJ2skC2fvj7bLZtNEMxPhBsiUwb3",1531.262092,0.235181100065304,2021-08-30,"2021-08-30 00:00:09"
TRUE,1648877,1649078,3,"tz1QN43vUFcx53TSYkpcGWon3S2sqmHxCL2i",1529.282801,0.234877107798297,2021-08-30,"2021-08-30 00:00:09"
TRUE,1447456,1454000,15,"tz1TmSForCvNii8rmwL6q2jgicQfqjNFtj8K",1519.840056,0.233426830168923,2021-08-30,"2021-08-30 00:00:09"
TRUE,1408988,1497482,139,"tz1WJMmkz4no1bZcmVp4cz5HM2QYdpZub347",1509.969068,0.231910780219865,2021-08-30,"2021-08-30 00:00:09"
TRUE,1507706,1643272,79,"tz1aYRrFYxRcRfQWfUbJ27J93in4rADfJc9x",1496.041689,0.229771723600257,2021-08-30,"2021-08-30 00:00:09"
TRUE,1455788,1474588,5,"tz1dHHNjppwUJd1cZimukVtG2c4E43vUU5nF",1441.44197,0.221385946896999,2021-08-30,"2021-08-30 00:00:09"
TRUE,1522494,1528093,4,"tz1RnWK8PFw3ZjTEb9R9BsVvTWDrMxU9NXft",1406.723546,0.216053667601696,2021-08-30,"2021-08-30 00:00:09"
TRUE,1521977,1545627,3,"tz1ehdjEwwRpuRJqjxtnHcS35e3Zecn8zm2x",1395.639405,0.214351293796926,2021-08-30,"2021-08-30 00:00:09"
TRUE,1565799,1573115,13,"tz1ig3mqZqfQoHNyCoKeDSc6Pw3qA1YdpVtj",1387.570747,0.213112057304097,2021-08-30,"2021-08-30 00:00:09"
TRUE,1574707,1649646,11,"tz1UgoX4zmrVb7b6HsQLasrmgK2ChGRjQEzJ",1345.52549,0.20665447578004,2021-08-30,"2021-08-30 00:00:09"
TRUE,1550311,1623113,74,"tz1YsWwRqmFmKGsu8N8ePRbqkoMuJkVK2D9E",1300,0.199662377644033,2021-08-30,"2021-08-30 00:00:09"
TRUE,1377657,1623989,87,"tz1VY543f4YJvbCp2QpgvspvRtP5ucQJi4oZ",1286.706576,0.197620687918748,2021-08-30,"2021-08-30 00:00:09"
TRUE,1444297,1538465,7,"tz1XykUaKpskyp7hDEZjmuNTk4gFU58a46KC",1279.924479,0.196579049755338,2021-08-30,"2021-08-30 00:00:09"
TRUE,1370429,1648856,389,"tz1YPhhC4o3tJd5XepkYmrsAdg7o2Lh1amwL",1238.25098,0.190178565220657,2021-08-30,"2021-08-30 00:00:09"
TRUE,1453327,1453327,1,"tz1RC3Wkgog7XJy6J15WenW7L6ZVdGGcLFX8",1226.532598,0.188378780595841,2021-08-30,"2021-08-30 00:00:09"
TRUE,1368750,1646415,790,"tz1TSWEDs9wcBx2KiRzVzyzECsNpRiZaLJ1D",1200.724077,0.184414941621736,2021-08-30,"2021-08-30 00:00:09"
TRUE,1451786,1640183,9,"tz1UfsZsdHsrtNfGqZncZXjuB8uoBZFFoHEu",1111.836203,0.170762969108995,2021-08-30,"2021-08-30 00:00:09"
TRUE,1379738,1599221,325,"tz1fyXibzW2g3Xd17YtV4RsV7hnJTDpZsxyn",1111,0.170634539663477,2021-08-30,"2021-08-30 00:00:09"
TRUE,1376245,1429028,800,"tz1UAY5RSuG6nRJhdHDVMVSg9Lt2pSZez5JR",1087.4,0.167009899577016,2021-08-30,"2021-08-30 00:00:09"
TRUE,1513113,1545639,119,"tz1a1Po3s3zerDkXv4rnrbE8Dmmctj1W3h5p",1077.649607,0.165512371385214,2021-08-30,"2021-08-30 00:00:09"
TRUE,1412342,1632982,237,"tz1Wn4Wc6d6jieFpj2DJaNEC7HXcwKexW2By",1066.643245,0.163821943380497,2021-08-30,"2021-08-30 00:00:09"
TRUE,1444698,1534967,8,"tz1UFeAcpQdVNbz7LJwrU6bf78jJmmDhoZzm",1057.817968,0.162466500465738,2021-08-30,"2021-08-30 00:00:09"
TRUE,1645069,1645667,5,"tz1Yk4ty7mS1zS1W3FTh75gFqLpWNQm6duaM",1039.694684,0.159683009716386,2021-08-30,"2021-08-30 00:00:09"
TRUE,1365751,1611018,453,"tz1ZdMfzmWLb8mu22jE7rZ8Y3t9iKezM68cq",1022.607384,0.157058632065988,2021-08-30,"2021-08-30 00:00:09"
TRUE,1500819,1640406,10,"tz1cmAfyjWW3Rf3tH3M3maCpwsiAwBKbtmG4",1010.318044,0.155171156032084,2021-08-30,"2021-08-30 00:00:09"
TRUE,1438693,1438693,1,"tz1cWUkZFBZ72Yn9desxcgS9KdH4BVfqd2ZW",1006.678577,0.154612183236255,2021-08-30,"2021-08-30 00:00:09"
TRUE,1463069,1463069,1,"tz1RmxAYddZ78DxSjoqoVvKSxnGzqb3kmP6F",1005.815788,0.154479670541528,2021-08-30,"2021-08-30 00:00:09"
TRUE,1439153,1591144,101,"tz1N3eWfNjfFEJUS77Ya5HX4Tv6dg5jPmhRh",1003.56514,0.154134001517744,2021-08-30,"2021-08-30 00:00:09"
TRUE,1392106,1531203,340,"tz1fyLpa8q92TBFuqb9amtpiPbN5TAYBGpTR",1001.075,0.153751549769231,2021-08-30,"2021-08-30 00:00:09"
TRUE,1435966,1593535,17,"tz1LSFyZ4z6k34KQ9rsoxE6gTgmik1nn2Zmy",1000.4,0.1536478789193,2021-08-30,"2021-08-30 00:00:09"
TRUE,1373619,1439157,19,"tz1L7dGRrWStRo57MR1VYCFboKCznDrbhzKw",1000.397729,0.153647530124485,2021-08-30,"2021-08-30 00:00:09"
TRUE,1379084,1607918,56,"tz1X4epy6wnxhrYPQRaBYbhejzXuD6A4D3RW",1000.267778,0.153627571412457,2021-08-30,"2021-08-30 00:00:09"
TRUE,1376422,1458683,978,"tz1Rwx6G3MFW5VCeSd4bJQphXuUR3Q56omLW",1000,0.153586444341564,2021-08-30,"2021-08-30 00:00:09"
TRUE,1463045,1463045,1,"tz1MMfYt5NsvrFTpuKcrR2qgeBsnfQY8mtzt",1000,0.153586444341564,2021-08-30,"2021-08-30 00:00:09"
TRUE,1480272,1511035,2,"tz1iH7gk9tP79PxRWXptTELAzSeBHYK5Yq5F",1000,0.153586444341564,2021-08-30,"2021-08-30 00:00:09"
TRUE,1443684,1645880,10,"tz1T6aCTueqLPagiHi3Agyu7Zz2U2ZNEzijq",999.679523,0.15353722341864,2021-08-30,"2021-08-30 00:00:09"
TRUE,1636521,1637784,3,"tz1hxzSUSET13jvVYuLj9pHHMCe9PCM743CR",996.097046,0.152987003514275,2021-08-30,"2021-08-30 00:00:09"
TRUE,1411857,1645140,371,"tz1ioU6W4otB7ebgRZTq1EVVra3vMyXqeqsm",972.031165,0.149290810421538,2021-08-30,"2021-08-30 00:00:09"
TRUE,1398735,1640593,308,"tz1fB4hPBy8oQyutbmSAHAiUQcugMbrFHstu",969,0.148825264566975,2021-08-30,"2021-08-30 00:00:09"
TRUE,1453274,1643676,19,"tz1ZuqNBuH5hNDXPeL5he6zbLaGtg6S5cHRG",959.214869,0.147322401089269,2021-08-30,"2021-08-30 00:00:09"
TRUE,1453138,1456988,14,"tz1hCQmNNqYH7AFtEJv3k9aDmbbbqzdJ1Gro",958.090793,0.147149758253259,2021-08-30,"2021-08-30 00:00:09"
TRUE,1536361,1544022,4,"tz2PfV6tQurgAgNbFeg1c8TNc1cYz4nvgibN",953.929567,0.146510650347817,2021-08-30,"2021-08-30 00:00:09"
TRUE,1476678,1486544,2,"tz1h5KtyhuW8vnyCVyKWArsAqBMRvrYmjkEt",936.989044,0.143908815654961,2021-08-30,"2021-08-30 00:00:09"
TRUE,1392118,1423219,168,"tz1hDmaj5pFgt9LJyEes9gtStHWFMNgyyVEN",926,0.142221047460288,2021-08-30,"2021-08-30 00:00:09"
TRUE,1415137,1426184,16,"tz1hwAwn4gYmM9F738T2Dkw1WsBGEnGz3RTU",890.95,0.136837842586116,2021-08-30,"2021-08-30 00:00:09"
TRUE,1375981,1492716,85,"tz1dd2tmTJFRJh8ycLuZeMpKLquJYkMypu2Q",888.862678,0.13651725822194,2021-08-30,"2021-08-30 00:00:09"
TRUE,1643406,1643424,4,"tz1ibREHkvgNMKKCRxCXS6pWYzP9Hum8xZEv",869.8435,0.133596170298621,2021-08-30,"2021-08-30 00:00:09"
TRUE,1492732,1494021,4,"tz1ZXnmudxPXkQQRMdheejDwB73a5sdKNqec",859.003212,0.131931249009062,2021-08-30,"2021-08-30 00:00:09"
TRUE,1369066,1618185,170,"tz1dEF5ZMTnBSkz2ZQPvpJjwyfeUUyGjeMtf",841.284308,0.129209865546073,2021-08-30,"2021-08-30 00:00:09"
TRUE,1428240,1619003,11,"tz1XrRsXtAxj6SFmDAupzVj2dMJMnpgHepRx",836.191876,0.128427737022142,2021-08-30,"2021-08-30 00:00:09"
TRUE,1424603,1442024,17,"tz2NyroG7bjBm5Dvf4QNkyLppyPgTcEsG3EW",824.334011,0.126606529699309,2021-08-30,"2021-08-30 00:00:09"
TRUE,1506616,1582247,30,"tz1f7x66piZUoLamWcrHDwkpMYnnYgJKDRG5",807.19064,0.123973540303391,2021-08-30,"2021-08-30 00:00:09"
TRUE,1388792,1507643,55,"tz1aNjiD56CjSMYoDknhomfj6nbe9VmyquNr",802.887295,0.123312604846066,2021-08-30,"2021-08-30 00:00:09"
TRUE,1370584,1440540,12,"tz1UFwr89hcJvC4sNCYK7zSLcaD4JW2KkNYD",796.637022,0.122352647639832,2021-08-30,"2021-08-30 00:00:09"
TRUE,1381942,1417594,22,"tz1YoHPWUS5cz8sPiFdJ1yTNnUW3eB2FQQLC",765.360906,0.117549060190578,2021-08-30,"2021-08-30 00:00:09"
TRUE,1388931,1451309,128,"tz2Dmeg3NFMuKNBuw2XWufro5tnxuf37ukxB",764.60741,0.117433333419112,2021-08-30,"2021-08-30 00:00:09"
TRUE,1459980,1627650,31,"tz1Qtt67T9M73bCoSuVwBwNsBJCgk6gDeKGU",758.982815,0.116569471872201,2021-08-30,"2021-08-30 00:00:09"
TRUE,1641049,1641049,1,"tz1XgMampbHDjxbfEnN78bCf8sSC11doZuRg",730,0.112118104369341,2021-08-30,"2021-08-30 00:00:09"
TRUE,1413892,1583019,42,"tz1TiJBTfVoXxregtdgCs1rYd55APXSAmniz",702.343937,0.107870507988685,2021-08-30,"2021-08-30 00:00:09"
TRUE,1394761,1534687,20,"tz1NS4ZXnzYBPJpspW2svbqdjGsgBsGZchzV",699.809125,0.107481195226531,2021-08-30,"2021-08-30 00:00:09"
TRUE,1396525,1422052,16,"tz1QUz6xncV5VpAh68ejybhRM31iVaFmur6x",686.4999,0.105437078681839,2021-08-30,"2021-08-30 00:00:09"
TRUE,1633982,1640847,4,"tz1fpubpBdCv2GfjqzQDLdJ6MHmLy5ubQLrN",650.875997,0.0999657300865003,2021-08-30,"2021-08-30 00:00:09"
TRUE,1436474,1644389,74,"tz1hmYKSgzd2Dsxi16zRrZW9rasJaFjsnBZ1",649.53126,0.0997591967120958,2021-08-30,"2021-08-30 00:00:09"
TRUE,1437121,1466727,25,"tz1MqSihmFMUS3qAmWPhdQWhzrhJJSBMaVCB",640.914994,0.0984358550536546,2021-08-30,"2021-08-30 00:00:09"
TRUE,1374913,1429333,129,"tz29mS5gdfemxdhTZbtksFj5atKKLfJ8JM3D",636.6255,0.0977770469221702,2021-08-30,"2021-08-30 00:00:09"
TRUE,1444528,1444581,3,"tz1ecvWZLZqvMi7piZx3RWbxj7mmkpf8PT6W",625.992332,0.0961439364569637,2021-08-30,"2021-08-30 00:00:09"
TRUE,1416503,1643740,59,"tz1gWt7kUnJtGXoT5BYzHVa89qGp6QVvQmyp",622.563206,0.0956172691874245,2021-08-30,"2021-08-30 00:00:09"
TRUE,1443817,1645395,11,"tz1ZLGi9hMam6Gf6kixB1XK1yJED6CYu1tGg",621.435254,0.0954440310503565,2021-08-30,"2021-08-30 00:00:09"
TRUE,1419305,1429160,51,"tz1Zpqg3AVifL43AXowv5FgHtFHtzVnp62Fa",620.595,0.0953149794261527,2021-08-30,"2021-08-30 00:00:09"
TRUE,1507112,1577589,5,"tz2Fjogf2hXbixwRrEKLV7pSvtAiuiNQaAe6",618.640126,0.095014737279357,2021-08-30,"2021-08-30 00:00:09"
TRUE,1370037,1478688,132,"tz1cjHCorsyNqN3cWWKoYpzycBJmpifyoWd6",599.594524,0.0920895909878324,2021-08-30,"2021-08-30 00:00:09"
TRUE,1396145,1627731,16,"tz1hyNv7RBzNPGLpKfdwHRc6NhLW6VbzXP3N",598.639395,0.0919428961208349,2021-08-30,"2021-08-30 00:00:09"
TRUE,1392196,1428796,136,"tz1PLUAH1zhTYPHH8DdJ1hCe63bSymyJjF6h",598.4,0.0919061282939917,2021-08-30,"2021-08-30 00:00:09"
TRUE,1534631,1646165,21,"tz1Z6tPM2tptcdmgz3T3j4MxzERtp59cBWiu",578.12064,0.0887914934980692,2021-08-30,"2021-08-30 00:00:09"
TRUE,1384772,1429160,293,"tz1P7CndjovemtoHCDfFdtrVqjfYDigwWee1",573.625,0.0881010241354295,2021-08-30,"2021-08-30 00:00:09"
TRUE,1429630,1537380,48,"tz1SGrn2QMFDiFBvR5VGL5USAZvMCiYY3Mkx",569.580992,0.0874799193258206,2021-08-30,"2021-08-30 00:00:09"
TRUE,1393803,1428691,93,"tz1hcKhpB82SShLcFYM8GKMu3aZGzU5NM9zi",564.36998,0.0866795785213194,2021-08-30,"2021-08-30 00:00:09"
TRUE,1457385,1610399,46,"tz1XaXWiaQVq66wLmfPzgYVrieg9XXeYV44M",556.45219,0.0854635133081762,2021-08-30,"2021-08-30 00:00:09"
TRUE,1635984,1637911,4,"tz1dw8zQCvdkezWC9Y3mwyEkog7mrrcynBh2",555.166086,0.0852659851677628,2021-08-30,"2021-08-30 00:00:09"
TRUE,1414400,1644328,319,"tz1TGFer3chbrkNKHJK1Mv4XHi3oMAJoTCxA",554.225405,0.0851215093177131,2021-08-30,"2021-08-30 00:00:09"
TRUE,1421748,1543091,26,"tz2PSnXntx4sNRibxqdiXqfCW5WmLZXiESxg",550.000999,0.0844726978207179,2021-08-30,"2021-08-30 00:00:09"
TRUE,1402066,1636324,140,"tz1XQkz6uLnnyf8ztcuCuYJ8MtSiefj5ajqk",547.160452,0.0840364283070028,2021-08-30,"2021-08-30 00:00:09"
TRUE,1379199,1426877,248,"tz1fyAVLtX5CJvEaBo6wgiAZPW42Thhwy5Z9",546.904889,0.0839971772945276,2021-08-30,"2021-08-30 00:00:09"
TRUE,1440822,1649080,148,"tz1Wf1Lqz1yHm27P2RQJAVV2CMxnhYK4bBGc",533.385524,0.0819207860944218,2021-08-30,"2021-08-30 00:00:09"
TRUE,1406458,1428852,37,"tz1ZA3G27h6FtBJk3rBe2UFSyA8betgPoeXF",532.85,0.0818385368674022,2021-08-30,"2021-08-30 00:00:09"
TRUE,1443696,1443703,3,"tz1f6QpaRy967eHqXPXQNVtRugDvNVBcWWRd",531.53799,0.0816370299165616,2021-08-30,"2021-08-30 00:00:09"
TRUE,1395977,1428946,128,"tz1Qq5n5GGBJi3uMx69yL6K1hpT9cNsWxBWH",522.5414,0.0802552756472628,2021-08-30,"2021-08-30 00:00:09"
TRUE,1387352,1517864,677,"tz1XuPRJJEdEumLcuJc4pdzejqs58qBFJSCW",517.3,0.0794502676578909,2021-08-30,"2021-08-30 00:00:09"
TRUE,1378754,1433169,380,"tz1i7fDupvRU8AWoQgPtqJvKivXnyvuvTLYN",515.70366,0.0792050914733307,2021-08-30,"2021-08-30 00:00:09"
TRUE,1392551,1438778,71,"tz1LSjfgjLXmbp6VtPx7Tptxuh3Ljjbqj2Py",510.805476,0.07845279680904,2021-08-30,"2021-08-30 00:00:09"
TRUE,1369791,1519687,52,"tz1hKW9ZbV7U1hb1zPfrE6HG5UWsKt6eppMa",510.350041,0.0783828481667612,2021-08-30,"2021-08-30 00:00:09"
TRUE,1373893,1588145,183,"tz1Rw2JoU2AK2TNdfhcd4h918CdTGSNh5Gnw",508.130881,0.0780420152729362,2021-08-30,"2021-08-30 00:00:09"
TRUE,1400768,1429190,234,"tz1LTepZpT3TfWGAyroTfgDSdV4sAYhdnuGY",502.8049,0.0772240167885155,2021-08-30,"2021-08-30 00:00:09"
TRUE,1444662,1458511,7,"tz1ZPXZdU6d5WWCdjHisFSinsFuKyFGo7k9k",501.876331,0.0770814011774797,2021-08-30,"2021-08-30 00:00:09"
TRUE,1383609,1534666,328,"tz1gweZ5MNRidncb2TS1Vyy63ZqwGhVwPiQm",500.068778,0.0768037855392508,2021-08-30,"2021-08-30 00:00:09"
TRUE,1390340,1544074,87,"tz1auPyXVaMy3GntdCQwH2VGNuFj6bAocj2v",499.495687,0.0767157665302766,2021-08-30,"2021-08-30 00:00:09"
TRUE,1372717,1428409,88,"tz1VbkEEmrxQgMVWeauZF2KD1BaHfrvSHp5z",498.45,0.0765551631820524,2021-08-30,"2021-08-30 00:00:09"
TRUE,1380774,1480452,56,"tz1gnnziUjv9gLENWoyWNpKCWvxWjaAFgo3Y",491.070154,0.0754217188751241,2021-08-30,"2021-08-30 00:00:09"
TRUE,1400807,1435931,297,"tz1dy6DgvAjeBZpfRE3NoL84BRm4tupyKfFf",490.4665,0.0753290058036516,2021-08-30,"2021-08-30 00:00:09"
TRUE,1478699,1478699,1,"tz1TuVazrGcSgvmJyzLrKR5VETt4BxLASP36",483.712174,0.0742916328893878,2021-08-30,"2021-08-30 00:00:09"
TRUE,1394557,1429363,107,"tz1ZEo2cTsBWFaNYejanfTK7bPyQggJwFPCi",479.45,0.0736370207395627,2021-08-30,"2021-08-30 00:00:09"
TRUE,1375721,1643546,289,"tz1cALmpTf7EeeSBXHAX2rcnR4WAP8tSWkt6",477.316563,0.073309353736506,2021-08-30,"2021-08-30 00:00:09"
TRUE,1372395,1478911,42,"tz1PzXjyPchzGUGH9yXLTgvyhhakFnyYDYge",473.593515,0.072737544032073,2021-08-30,"2021-08-30 00:00:09"
TRUE,1371465,1474379,192,"tz1V84gmD8MsmLuCfT9M1LDaTjpJb4eAejvM",470.03249,0.0721906188641116,2021-08-30,"2021-08-30 00:00:09"
TRUE,1381095,1429377,111,"tz1TgwVWRhbQDmqpDR67gRPGa3YjXrJdziTa",458.319999,0.070391739017039,2021-08-30,"2021-08-30 00:00:09"
TRUE,1389223,1426939,114,"tz1UDLgvFfcnADcDBn39X44EKLURZzfP7jBu",453.5,0.0696514525088991,2021-08-30,"2021-08-30 00:00:09"
