"activeStakesCount","createdAt","defaultDisplayName","id","stakesCount","totalRealizedRewards","totalStakedTokens","totalUnstakedTokens","date_utc","date_time_utc"
0,1611369655,NA,"0xc0d34bf386ffcbf254181aaba53891da89279bfc",2,"13872139413039622009.9298874806378","620817116000000000000","634689255413039621787",2021-08-23,"2021-08-23 20:40:26"
1,1615867042,NA,"0xc0cfbd983a0ef06b912f2600560f1799625c1827",2,"0","8373008421287550000000","4203979158540249999999",2021-08-23,"2021-08-23 20:40:26"
1,1609035000,NA,"0xc0cdd3c128b23031379f2b3198ec7d5c054b311f",1,"0","49750000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1608758691,NA,"0xc0cb9f680c1cbbe29c06a19b0e51ba32ba1c8bd3",1,"395542758876596857664.1599926236","12137919893711170115000","12533462652587766975309",2021-08-23,"2021-08-23 20:40:26"
1,1610237820,NA,"0xc0c56ac1f0a24a9dfef62c506670b85cd3af41f7",1,"0","253956907256900000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1612077437,NA,"0xc0c48c11504f4dad657f52f9ec47cc1271290c4f",1,"0","49750000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1624313488,NA,"0xc0c0af327ffd024c36e16fe5a376ac37ab1aff2b",1,"0","2226546325000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1613048242,NA,"0xc0be51e77505d0ff1ad05f72e70002e10d49f2bc",1,"39231454644984650195.592938391965","5305718100000000000000","5344949554644984002688",2021-08-23,"2021-08-23 20:40:26"
1,1612524441,NA,"0xc0b877c07bf0c269079e645bb1d28015f12348fb",1,"0","6913260000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1613005042,NA,"0xc0b32d2f4b154c9a75d216cf11750bc05114bbb6",1,"325974403248581905500.93952294253","15575936414481197433792","15901910817729779344282",2021-08-23,"2021-08-23 20:40:26"
1,1615435457,NA,"0xc0abd6dc4f6fe64bc35bc51b1495fb0eff08e1eb",1,"0","278745950580000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1611168901,NA,"0xc0aa985ca634593896aaee83d5f7cc4edd738313",1,"47031760480704168165.8030236254289","995000000000000000000","1042031760480704167731",2021-08-23,"2021-08-23 20:40:26"
0,1613991268,NA,"0xc09d2b3c04dce4436710b1f4e1fce19a5daf229a",1,"36350004348859335664.816337755856","3973423050000000000000","4009773054348859333737",2021-08-23,"2021-08-23 20:40:26"
0,1608524878,NA,"0xc097c73f56cffb89eb9e2536f209e47ae9b1fbbf",2,"13891744863665529941.803814889018","2333547331500000000000","2347439076363665530587",2021-08-23,"2021-08-23 20:40:26"
1,1626417583,NA,"0xc0978bb39a7b0a11fa571ed303ea502a606121ac",1,"0","2678808650000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1613973264,NA,"0xc088ad6ac54d4dfc6e042d227410ffc619d7fd3b",1,"3272824360300837462152.28901682319","92535000000000000000000","95807824360300837446545",2021-08-23,"2021-08-23 20:40:26"
0,1614078116,NA,"0xc0852840f72507ef99aea4e83a54680909fef4a5",2,"7801128760791652350172.5595103247","368106220000000000000000","375907348760791652341840",2021-08-23,"2021-08-23 20:40:26"
1,1612459218,"stakesquid-3","0xc076372e7a9b879fb7a4fdeb6ee48b2ab8678eb0",1,"0","66333336650000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1610478745,NA,"0xc074199613ae34054fbcf122d2df34846a5244ca",1,"543410477166444523825.67862358745","46773313026000000000000","47316723503166444484845",2021-08-23,"2021-08-23 20:40:26"
1,1614380805,NA,"0xc0719b1040f7f8e904a6509f99335656c1d881ed",1,"0","29850000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1616386002,NA,"0xc05a125767bdc1bc4a3085a91f5ed3a679ddb582",1,"64447800358780221660.37987075614","1828760250000000000000","1893208050358780221440",2021-08-23,"2021-08-23 20:40:26"
3,1610007039,NA,"0xc0590528390a2749ad9f0ed5982b289bf093d01b",3,"550243350369216012037.66513576306","250516235256775442050000","100050243350369200001359",2021-08-23,"2021-08-23 20:40:26"
1,1608904949,NA,"0xc057bbde1fc8d059cac309f704bc32bf2c498ff8",1,"0","4747007093109450000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1622341700,NA,"0xc0533cd6747718aedb10b2ea58dc2f09e8f3fdd9",1,"0","33166663350000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1610511370,NA,"0xc049999bc96a3283779025b3ae1260180190b955",1,"0","5474366978147768479608","0",2021-08-23,"2021-08-23 20:40:26"
0,1624311817,NA,"0xc044ef6a1175b27b9023b14cfd90b3d21a46d604",1,"11335775201613657531.809252746158","2942215000000000000000","2953550775201613658875",2021-08-23,"2021-08-23 20:40:26"
1,1613127034,NA,"0xc044d6b11fc9bf5ad5a190f87912855e24970184",1,"0","3974022274396518199546","0",2021-08-23,"2021-08-23 20:40:26"
1,1611613674,NA,"0xc030f9eca9b77c4e5ed1ca75b16e8e761353e907",1,"489500824329314569379.591660709823","77733380000000000000000","10416000000000000006313",2021-08-23,"2021-08-23 20:40:26"
0,1609643445,NA,"0xc02f5f935b394c54e5e30a8320fc120dec0d228c",1,"54700521176299884881.60497683987","1851742490792800000000","1906443011969099885258",2021-08-23,"2021-08-23 20:40:26"
1,1610003723,NA,"0xc02bfc8c96477d82ae78d3212b802c4bfc820f90",1,"0","1791000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1608308148,NA,"0xc02344c55ade82c4c78fa1552ddee95934670539",2,"740094487912830975412.45683738478","62248195000000000000000","62988289487912831013822",2021-08-23,"2021-08-23 20:40:26"
1,1623321583,NA,"0xc0213d9fd4978fb86b722dccd9cd88d21da5423e",1,"0","187060000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1612208840,NA,"0xc01d1b913af9d6789682257ab20a8f03fd1a038d",2,"35414221130815506435.043803136433","6158731792744748928914","2023781310213315506446",2021-08-23,"2021-08-23 20:40:26"
1,1628155065,NA,"0xc0162674ce91a0144d055f0d6e98779d2f1dcf30",1,"0","484661489746900000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1609277588,NA,"0xc01353fc3e1ed42719603415a7582ded4d69ed8b",2,"854846743397180206607.339666561603","24863418200000000000000","25718264943397179661862",2021-08-23,"2021-08-23 20:40:26"
1,1619837498,NA,"0xc010902a78883a8af428e9112ad0cce855b32336",1,"0","176939669173800000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1611613045,NA,"0xbff76f4d252f8075a64d1eabd8d4327aba9261b6",2,"2870887299429103206811.7933989176","240457660050000000000000","135577892299429103231639",2021-08-23,"2021-08-23 20:40:26"
1,1609044498,NA,"0xbfe8ae11919d02891b2e6a6c1dd970f65a0b55fc",1,"0","186975989344100000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1612154282,NA,"0xbfcf937453a3b3a4b9fd5b1a30191c7320de0251",1,"0","109584608385967197376128","0",2021-08-23,"2021-08-23 20:40:26"
1,1629686132,NA,"0xbfcdd5e786745f45bf20d80c426223f24d0e0aa9",1,"0","1478570000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1624076259,NA,"0xbfc7aef3fee5f9f00153238beec18bc7d57a8a33",1,"0","1161800059693370572483","0",2021-08-23,"2021-08-23 20:40:26"
0,1608484596,NA,"0xbfc11138f08141b0015bc2e92f90f40519e9f64d",3,"1698189809557363810.95767429704237","162194950000000000000","163893139809557363836",2021-08-23,"2021-08-23 20:40:26"
1,1624810950,NA,"0xbfbd59dcaceb502355d08481bfdd02ffaf6133b0",1,"0","299495000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1612670597,NA,"0xbfb8547fb8abfd41ecfb133975fd74a2a77116bb",1,"1461086325250232734186.66510062884","33166335000000000000000","34627421325250232754462",2021-08-23,"2021-08-23 20:40:26"
1,1610761132,NA,"0xbfb6a97423561b59a0c16a8e36eadd03197f064b",1,"57257410003994008889.32169638501","12291381262631900000000","12348638672635894006598",2021-08-23,"2021-08-23 20:40:26"
1,1608615856,NA,"0xbfb5c354f091d200c75e43bf24562858d3af4b39",2,"7199500433356388820202.50639316432","128216695000000000000000","135416195433356387705303",2021-08-23,"2021-08-23 20:40:26"
2,1624652289,NA,"0xbfa57d29f3be80abbe9e1c92a38efe54b1e2a9af",2,"0","1634819900620000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1611779527,NA,"0xbfa578f6ff78364ca06c4d5fd84dfeba34cd062d",1,"0","996333300000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1611003088,NA,"0xbf9ccc2e40b301880e9486449c2eb23b0b2c98fa",1,"0","9159654836184854550000","0",2021-08-23,"2021-08-23 20:40:26"
1,1610962664,NA,"0xbf9b6841495383d5c4da1756b754881425e518c0",2,"1626009148599524461249.871104746175","32161921784709400000000","33332088419079574425180",2021-08-23,"2021-08-23 20:40:26"
1,1619904546,NA,"0xbf9454a18daf8eb466ce6139c77b13a461de089f",1,"0","3048565833700000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1611442694,NA,"0xbf8dc5b041e8e5ba08685f99441a100a0aa51bdf",1,"31664775173258962155.494988763861","2201792208831457017500","2233456984004715980232",2021-08-23,"2021-08-23 20:40:26"
1,1609998846,NA,"0xbf8719cfe12584cb85f5acd7487abd2904014040",1,"53665619649559069652.455556640744","6275076395675550000000","6275080000000000003759",2021-08-23,"2021-08-23 20:40:26"
1,1613162120,NA,"0xbf7da4bee1d18a6f510cf69056dd2ba8e6a9f1a6",2,"93568648662458027947.357044982253","24128750000000000000000","24222318648662457320691",2021-08-23,"2021-08-23 20:40:26"
1,1626349872,NA,"0xbf7b0076f1458e54ccc57be000d5a2a2a34a16cc",1,"0","3663590000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1616765238,NA,"0xbf7a9179f572e92a1ed454e45ae02eecc1cb8f65",1,"7685429681216023853.908220181538","497500000000000000000","505185429681216023747",2021-08-23,"2021-08-23 20:40:26"
1,1609344224,NA,"0xbf73b132bf72eab4ba55bda377dd9e23e34f5368",1,"361587872663011484348.17007127112","15618863250000000000000","15980451122663011006846",2021-08-23,"2021-08-23 20:40:26"
0,1612840800,NA,"0xbf71ff2a9be34af7194ae2e6f3759b663643a49e",1,"232442872585713379448.516116328977","12511725806000000000000","12744168678585713379675",2021-08-23,"2021-08-23 20:40:26"
0,1608499913,NA,"0xbf6b5673441ff123d2bd37f1a16a21133730da63",1,"1579567530463021952.10655774917215","99500000000000000000","101079567530463022006",2021-08-23,"2021-08-23 20:40:26"
1,1627822338,NA,"0xbf64db76a1e786e815613f70b649e7f21adc5fbe",1,"0","1275542234258850000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1625966608,NA,"0xbf5baf1b3ec04096328f3635502fad2f3e27ff3d",1,"4999394550151343298.1791019033365","681575000000000000000","686574394550151342918",2021-08-23,"2021-08-23 20:40:26"
1,1625417977,NA,"0xbf5692668065936f68e40bb15723e3033af27d9e",1,"0","696500000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1612628280,NA,"0xbf4d953f4353ad5de5f59dab9d00c863f9c35295",1,"32634481760835961263.642764734783","1970100000000000000000","2002734481760835960729",2021-08-23,"2021-08-23 20:40:26"
1,1620354652,NA,"0xbf4ca3fc4a64ea89a503c0cb47f4b8a0a2b3a136",1,"0","486170224166900000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1617601404,NA,"0xbf44162160de5a72d16264592b182e2fe30cf07a",1,"5408297487866714816.9510200751385","969236047100000000000","974644344587866714668",2021-08-23,"2021-08-23 20:40:26"
1,1625185515,NA,"0xbf3e7b8049d880ed408589db5221419a4680afa6",1,"0","594015000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1613682006,NA,"0xbf2d4336a95de0895e33722fb36f0e93cf1fe24e",1,"0","149250000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1625376950,NA,"0xbf1b4977d4f2d7b91ae8db7b9ff084f1d5423720",1,"0","1123771726944750000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1608304115,NA,"0xbf15754dc61f5e552a5c5a51e6b571d567798650",1,"11211445345321930748559.9650965933","169168467200000000000000","180379912545321930786309",2021-08-23,"2021-08-23 20:40:26"
1,1625933987,NA,"0xbf11f1e1f867709fd9c260ec6727b92cfc446872",1,"0","1321504338092950000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1615044865,NA,"0xbf0ed517e4019fecf568eb1cceebfcb68dd428e4",1,"85304305485492747721.299477278098","7164751026000000000000","7250055331485492744704",2021-08-23,"2021-08-23 20:40:26"
1,1625466549,NA,"0xbefe30fddb3897d37649bc5cff0d83e2b4643b11",1,"0","2611065740739450000000","0",2021-08-23,"2021-08-23 20:40:26"
2,1612602788,NA,"0xbef4a6b740ce811e1708ab15abbd4f64eb43470b",2,"0","29019175000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1609830861,NA,"0xbeec2d883e287144438493360790b11119b22e5d",1,"159134392839257187469.15519267178","10892384400000000000000","5300000000000000001796",2021-08-23,"2021-08-23 20:40:26"
0,1612478669,NA,"0xbeea300b3707b79e9c4733c06b0699865349a67c",1,"46283518167973612175.28369292493","4888246380725550000000","4934529898893523611429",2021-08-23,"2021-08-23 20:40:26"
1,1619389051,NA,"0xbee2d469aacb46251ae33cca91f482e26c971dff",1,"0","2529287289371250000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1625848059,NA,"0xbedf1ac72a99132b43b9152e503197e3cab1f4fe",1,"0","8767522100000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1614294000,NA,"0xbedd0d2953c8f81304ce832c482619943a595dd7",1,"0","497500000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1608680195,NA,"0xbed8532d0da18f3f0b0c4e044e5e38447b239e5b",1,"0","33144445000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1610604082,NA,"0xbed47c7bdf2ab4a43518ffd0891bd8f55f0fbc25",1,"102168815089597261275.182494147118","2949092306272000000000","3051261121361597259533",2021-08-23,"2021-08-23 20:40:26"
1,1608508703,NA,"0xbecfbd38ad4e13968007ea56678504e738bda8a9",1,"107363137746299508415.688069507595","9950000000000000000000","5000000000000000001267",2021-08-23,"2021-08-23 20:40:26"
0,1610340293,NA,"0xbec84a4e0c65b255dc7462c2a303a475111e2bda",2,"385185015243297257393.647693138594","93261397076260244735353","93646582091503541945919",2021-08-23,"2021-08-23 20:40:26"
0,1619195969,NA,"0xbec57f33f7c7771225b3f41f2da700aacdadfc39",1,"1442426259390015232.1281225929674","652471250000000000000","653913676259390015279",2021-08-23,"2021-08-23 20:40:26"
1,1629299910,NA,"0xbec3a348f10a804fa1d6cc8527b0b2c6e0e3c473",1,"0","817193765575450000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1626013514,NA,"0xbec191f23de80eb57aeaa6bce1d8d378e2fcc9dd",1,"0","2058653357245050099500","0",2021-08-23,"2021-08-23 20:40:26"
1,1608602731,NA,"0xbeba7d30172c0662077a5e0fc32cfb15cc9c2d16",1,"0","1000010616054850000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1609887952,NA,"0xbeb1faa6e7e39c7d9bdab03a7a362fe9d73d7c61",1,"0","796000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1627603180,NA,"0xbead19160095c56d4a7a415b3a35f85f3dba1c41",1,"0","8360945230157114561619","0",2021-08-23,"2021-08-23 20:40:26"
2,1619395846,NA,"0xbeab5e697cbed7c6e3a2df24c8a4fcc1309ee704",2,"0","3369070000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1613402344,NA,"0xbea71cd5f3b73161371f3c7d5d890349e861b5cc",1,"0","76538385000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1609075060,NA,"0xbe9c3b0b6a213a91405f01ed2c351ab84c6164cc",1,"138593861700874896923.029249038506","2900840783441401357500","3039434645142276254687",2021-08-23,"2021-08-23 20:40:26"
0,1608770298,NA,"0xbe97770fe96aa9e47566c5addd3d3df4ba62b343",1,"48541286621775406506.815576315681","3580209835591050000000","3628751122212825404813",2021-08-23,"2021-08-23 20:40:26"
0,1611918273,NA,"0xbe9433332ae9f127660fae18b9d5ae3d89037e83",1,"1605178980473119373822.62688222135","60113585431250000000000","61718764411723119366024",2021-08-23,"2021-08-23 20:40:26"
1,1626381673,NA,"0xbe8683952a47717c1677b0ef2fcd780437d8358a",1,"0","681575000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1613204746,NA,"0xbe837ff72f22ee92931b87db449dca9ca7432906",1,"172079905651467694649.03279358132","10122135000000000000000","10294214905651467689706",2021-08-23,"2021-08-23 20:40:26"
1,1611833968,NA,"0xbe7fb1e30f77a86ebaaeb562f4339459f0f05d06",1,"1091439969930784890023.92841378853","186562500000000000000000","25000000000000000006166",2021-08-23,"2021-08-23 20:40:26"
0,1612136029,NA,"0xbe7eb2a7a9c949322f6ccaa1c857fc227fb14ced",1,"264667265700778768992.1746582196","51887648145816579056979","52152315411517357862109",2021-08-23,"2021-08-23 20:40:26"
1,1608520055,NA,"0xbe7de2fcfd403e8cbd9ceddaf859212ede50d979",1,"0","404471544714800000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1611331850,NA,"0xbe783b72489655dae57ed2b5f9417f43b3d1dcf0",2,"6473755727629653170485.60966644674","642604163350000000000000","379807085337629653399176",2021-08-23,"2021-08-23 20:40:26"
1,1611418638,NA,"0xbe75f10f4a93cf5337581d04bb6eccffc144d031",1,"652534586403501300735.82395171866","199000000000000000000000","25000000000000000006171",2021-08-23,"2021-08-23 20:40:26"
8,1610514712,NA,"0xbe75ccb77b62fb28f40449d80b7b9a4ce525890f",9,"224001412421052253318.27378099308","68596021375000000119622","20215272762421052003743",2021-08-23,"2021-08-23 20:40:26"
0,1611313445,NA,"0xbe6a09128934f593d5b9613b2402f9af65648afb",1,"124558034396119102010.640252606884","4867261400000000000000","4991819434396119101829",2021-08-23,"2021-08-23 20:40:26"
1,1614136202,NA,"0xbe699479fb533bdad366522af3a607b65b759b66",1,"0","9945711550000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1609645175,NA,"0xbe66fb6c8f26af21ecec132f94bfa29df9bda4f9",2,"3015856765339726914059.05307591484","70327816055233117005749","73343672820572843947676",2021-08-23,"2021-08-23 20:40:26"
1,1613331564,NA,"0xbe61dac74def15edd90ee7a74843334fe773f988",1,"0","23880000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1608578726,NA,"0xbe56d10f95bdd96b7d023ed812159dd6236f1361",1,"2982775988652854441.542362494139","1002384246978312561000","1005367022966965415501",2021-08-23,"2021-08-23 20:40:26"
1,1620408133,NA,"0xbe55fcb08ab22cd3675ef9e21cdddc49067e0c6b",1,"0","1013924900000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1617859151,NA,"0xbe52e1a6d5aa0973ac5dfce8b91de7258ba7a99a",1,"32560379386659177877.251480575744","4174182807000000000000","4206743186386659178435",2021-08-23,"2021-08-23 20:40:26"
1,1616705660,NA,"0xbe4e08b8ba9af1a5005ba0fa8b35976ef2b9b92c",1,"0","7858404556391007736721","0",2021-08-23,"2021-08-23 20:40:26"
1,1608755268,NA,"0xbe42f21c5618f06822ad6166b82b18b095f62d33",1,"0","1511405000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1613902724,NA,"0xbe3ecc863b51a3d3f8ce36f52a0e2b350ba841e7",2,"443699015019424090156.120420657349","14328000000000000000000","14771699015019424085217",2021-08-23,"2021-08-23 20:40:26"
2,1613615075,NA,"0xbe38f1f6e32cfea8c54bf33d73ddaf8455b3e866",2,"64261892539790722953.167402223403","145933336650000000000000","2743000000000000002475",2021-08-23,"2021-08-23 20:40:26"
1,1611358292,NA,"0xbe36fdc217d7019ec2f0de81cd59ec85dee1c91f",1,"0","1502486815000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1618118994,NA,"0xbe2e9c9083e4f7465cc4d143a54fca826b5aa4c8",1,"0","58981324474800000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1619812064,NA,"0xbe22a9a72b74bc8fdd7e75aba2cb294a40f87ae1",1,"0","694027186598000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1611614660,NA,"0xbe210fc91c5cc84c2f17c418690c9a6e93c24194",2,"2828907090131625397082.7035830366","240457660050000000000000","135535912090131625457748",2021-08-23,"2021-08-23 20:40:26"
1,1626556842,NA,"0xbe1b7d541d64568c574a8b1cd781073824267ed7",1,"0","19898089600000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1610527233,NA,"0xbe013243e22a9a9752a53f232b2fc7907a5d35ae",1,"0","99500000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1612862009,NA,"0xbe003ff329fc8ff9a9c8311c674c8b27cccb170b",1,"967290151931310650.214691122956","675908475000000000000","676875765151931300489",2021-08-23,"2021-08-23 20:40:26"
0,1619309062,NA,"0xbdfcf44458b748b5c8f15364f43b86a46fc97a1b",1,"22455874572975252530.7788425939729","995000000000000000000","1017455874572975252055",2021-08-23,"2021-08-23 20:40:26"
0,1609541177,NA,"0xbdfbf2a55de91fee5d0eb829fdfd337430862bff",2,"68826035801956157177.421795905005","14846913150678324981030","14915739186480281134051",2021-08-23,"2021-08-23 20:40:26"
0,1608363816,NA,"0xbdfb5554314aeb0eaeed5a00c067cba51e4a615f",1,"1046625994620570273225","14925000000000000000000","15971625994620570273959",2021-08-23,"2021-08-23 20:40:26"
0,1615089238,NA,"0xbdfa3a9aeeaca77878cb9e22a02465a8325cd444",1,"1530647994075956467.1950338791762","199000000000000000000","200530647994075956424",2021-08-23,"2021-08-23 20:40:26"
1,1618470175,NA,"0xbde0952c7dba1c56b84915f2a7cdf902bb16694c",1,"0","99500000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1608407823,NA,"0xbdd75982153909bc835f96646f59734cd582c06b",2,"3828518513985570112.91853497962139","143060605256150000000","146889123770135566619",2021-08-23,"2021-08-23 20:40:26"
1,1612877351,NA,"0xbdd704078b87c9eb943213b45de84619ab3b825f",2,"1520306754721659244052.3558504049","86797163350000000000000","61452470104721659247675",2021-08-23,"2021-08-23 20:40:26"
1,1611606227,NA,"0xbdc6e3b66019f0db3d833091a46b4e616fe3e390",2,"2303521696554768455620.2545304223","240457359062500000000000","135011523259054768445104",2021-08-23,"2021-08-23 20:40:26"
1,1619248153,NA,"0xbdc6804ea1ceb1381e87fb808071fa42efb9ccc9",1,"0","2999925000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1623399778,NA,"0xbdc38ef9a1cb3b2f9ab0e56d6e4fd985fd86980d",1,"5193095798888020228.5238203901043","973110000000000000000","978303095798888019998",2021-08-23,"2021-08-23 20:40:26"
0,1608692188,NA,"0xbdbfe5f4d8775472b0398f88fc378ec2e5518558",1,"7771616689886102591.455516972692","1990000000000000000000","1997771616689886101516",2021-08-23,"2021-08-23 20:40:26"
1,1626159477,NA,"0xbdbfbb49ec9c1d18e2976062616d60e8d3126d7d",1,"0","20581581770238496901052","0",2021-08-23,"2021-08-23 20:40:26"
1,1613145571,NA,"0xbdb4c34316187f56edb092bba04f859a8e26bc51",1,"0","33166663350000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1609549901,NA,"0xbdaec08e41c6522ad544fff29538cb8c707df26f",1,"0","929669825683250000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1608440050,NA,"0xbd9ee204274b036202914c576047abe5ded78492",2,"82715012862976763951.6526223761107","11499705165523460501334","11582420178386437264583",2021-08-23,"2021-08-23 20:40:26"
0,1608303170,NA,"0xbd9cf606a81da379d1ad3874363746f73295915a",1,"1407431136751915644050.590716380381","33167330000000000000000","34574761136751915669738",2021-08-23,"2021-08-23 20:40:26"
0,1616854483,NA,"0xbd9ce5d88214fc002a0a2eeef1bdea7deafd6323",1,"29982048805749231863.579192554274","2368891091849885882448","2398873140655635114798",2021-08-23,"2021-08-23 20:40:26"
1,1613105156,NA,"0xbd902e126f4d1bcb7266f5a28d0a2e5183e8064f",2,"72579924089273360349.79820685232","8355315341730912790716","8427895265820186084092",2021-08-23,"2021-08-23 20:40:26"
1,1608374831,NA,"0xbd87efbd4b883a969b646045dd9a3661468ecc23",1,"0","49750000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1613479851,NA,"0xbd87bddb1b9c5902dbe474488ecddf5613300cdf",1,"0","4977303425000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1621889234,NA,"0xbd8308bf880cd5cec3510e3b14bb2453db52c842",1,"0","1373155819500000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1617169600,NA,"0xbd61958c5ca3ccbe4736a6f014cf88bd2bebc72d",1,"0","306926509033500000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1625433805,NA,"0xbd602c4853a609b432ffba1b18fc7270263210ba",1,"0","1995723446028397468228","0",2021-08-23,"2021-08-23 20:40:26"
1,1624931230,NA,"0xbd5d730ae36dc3345facecc645aaf1d7fb02ab97",1,"0","995000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
2,1608469674,NA,"0xbd52889a4cb198a0e2ce36b52cdf75c4e65875a8",4,"687972826984750072486.2150427946","87913962629225593358305","30495546026984750076585",2021-08-23,"2021-08-23 20:40:26"
0,1611276844,NA,"0xbd3c431570ed49c6b7faa5e3c925c2feedb2c4bd",1,"44699558027719048762.202328869851","6965000000000000000000","7009699558027719051945",2021-08-23,"2021-08-23 20:40:26"
1,1609659563,NA,"0xbd366515122cf3034b5bff397bf5af169fb1b0cb",1,"0","1474680378357400000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1609195001,NA,"0xbd322f7b485fe4ccf1eac91f915525e332345b64",1,"0","1356907768000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1608377221,NA,"0xbd2c2d401949a31ccbbea5ae7b998e975adcd424",1,"0","145134179318624810000","0",2021-08-23,"2021-08-23 20:40:26"
1,1626011241,NA,"0xbd2b4951f203a615cab8aac1f6d1c961f8714825",1,"0","298500000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1610166733,NA,"0xbd1f7d88c76a86c60d41bddd4819fae404e7151e",1,"0","1475226769543543520000","0",2021-08-23,"2021-08-23 20:40:26"
1,1609232225,NA,"0xbd17783560c7d3f5b83338d1d23d9cc14dd3ca96",1,"38105994852693480153.22959383983","1978334028741018958500","2016440023593712300579",2021-08-23,"2021-08-23 20:40:26"
1,1625311261,NA,"0xbd0fda31473461b21cb7d723e70b3b5c1c9cb251",1,"0","139300000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1609106821,NA,"0xbd0de8b6cf8411097ef54793afafd10929160bd1",1,"0","811750850000000000000","0",2021-08-23,"2021-08-23 20:40:26"
0,1609517889,NA,"0xbd06f85d3ddbafff533c8d95de2f7f31c06d8d77",1,"246602524183132987890.335538373324","14609168433300000000000","14855770957483132981842",2021-08-23,"2021-08-23 20:40:26"
1,1624417851,NA,"0xbd041adda89697426796f4720614aefcd9f0af42",1,"0","1108878537811150000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1625004569,NA,"0xbd02dc702cd12f07c97a3dc89d699f98e2e145cf",1,"0","1528320000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1610589991,NA,"0xbcfd8ddac6b8fe5144553b50790ca631b1760fb0",1,"0","9950000000000000000000","0",2021-08-23,"2021-08-23 20:40:26"
1,1609237005,NA,"0xbcfc3f2e5389aeb5de50c81c8e65daef9a684d6d",1,"0","4330359400000000000000","0",2021-08-23,"2021-08-23 20:40:26"
